"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-0.844102085895475,10.752422,2.2804737,1027.1163,-0.010706247,"83",0.081656545,0.013601985,10.752422
-0.791436548823743,12.354052,2.186527,1027.1317,-0.012133157,"83",0.081656545,0.019591179,10.752422
-0.754236985119171,13.822371,2.1981208,1027.145,-0.009688799,"83",0.081656545,0.022684399,10.752422
-0.73157641550944,15.348822,2.3255491,1027.1573,-0.015552856,"83",0.081656545,0.019089637,10.752422
-0.720904931410679,16.94379,2.4575803,1027.1661,-0.008002181,"83",0.081656545,0.019416008,10.752422
-0.716811453636344,18.605431,2.5444708,1027.175,-0.012787373,"83",0.081656545,0.018154208,10.752422
-0.712486335763684,20.301382,2.5992744,1027.184,-0.014323729,"83",0.081656545,0.017730698,10.752422
-0.702427043353352,22.014881,2.6004593,1027.1924,-0.011432156,"83",0.081656545,0.017717917,10.752422
-0.684460624033323,23.657396,2.5267911,1027.2004,-0.009281872,"83",0.081656545,0.019910414,10.752422
-0.660148362085967,25.189842,2.4843268,1027.2081,-0.012245656,"83",0.081656545,0.018265825,10.752422
-0.633562564441793,26.694304,2.4990463,1027.2156,-0.010490043,"83",0.081656545,0.017819187,10.752422
-0.609063412638134,28.130264,2.5218461,1027.2228,-0.009711615,"83",0.081656545,0.017775694,10.752422
-0.589266666531538,29.577936,2.5817678,1027.23,-0.011759858,"83",0.081656545,0.017485829,10.752422
-0.574261686979707,30.99375,2.602216,1027.2372,-0.009700178,"83",0.081656545,0.018791908,10.752422
-0.562195562635555,32.404995,2.6660371,1027.2443,-0.010493821,"83",0.081656545,0.01647827,10.752422
